id,rate
301,0.112633181
321,0.198412698
561,0.034739454
401,0.144444444
731,0.365217391
562,0.02734375
951,0.043478261
402,0.047619048
630,0
921,0.031578947
381,0.075892857
602,0
971,0.103092784
322,0
323,0.066666667
302,0.075268817
403,0.082191781
533,0.082822086
571,0.050420168
732,0.085526316
861,0.111111111
681,0
351,0.316849651
973,0
682,0.107142857
371,0.452529453
603,0.084033613
604,0
922,0.025210084
352,0.074242424
791,0.008
572,0.032110092
605,0.007936508
353,0.117359413
606,0.053571429
573,0.080924855
574,0.019230769
733,0.433168317
491,0.153846154
923,0.025806452
382,0.06557377
383,0.208651399
534,0.053571429
404,0.244089835
863,0.022222222
683,0.090909091
684,0.428571429
687,0.1
431,0.181547619
432,0.090909091
433,0.295774648
690,0.093220339
434,0.074285714
691,0.136363636
575,0.128205128
761,0.02173913
536,0
762,0.02734375
385,0.055045872
721,0.042553191
386,0.023364486
952,0
901,0.008097166
735,0.045454545
953,0.068027211
924,0
492,0.169724771
763,0.023696682
405,0.042168675
692,0.024390244
537,0.066666667
372,0.032653061
925,0
975,0
662,0.060240964
493,0.192307692
948,0.046153846
538,0.088235294
663,0.043478261
607,0.173913043
563,0.072115385
781,0
494,0.422222222
495,0.490566038
866,0
664,0.052631579
326,0.014705882
976,0
539,0.068493151
694,0.088235294
576,0.107491857
303,0.088495575
608,0.142168675
841,0.119402985
577,0.151162791
852,0.008403361
578,0
665,0
867,0
782,0.08
579,0.012987013
406,0.075
783,0.09202454
609,0.055555556
927,0.053571429
928,0.204582651
977,0.013333333
407,0.011976048
408,0.081081081
610,0.037037037
737,0.0625
979,0.191724138
929,0.089588378
409,0.106109325
580,0.024390244
931,0.013157895
954,0.153605016
541,0
980,0.04
784,0.035714286
496,0.187707641
581,0.337190083
739,0.164037855
582,0.162790698
362,0.348117155
540,0.152284264
738,0.058823529
304,0.104166667
564,0.037974684
565,0.151898734
305,0.007194245
869,0.036697248
870,0.351464435
411,0.018181818
611,0.011363636
412,0.247800587
872,0.028985507
873,0.05
354,0.048387097
355,0.330775337
612,0.029182879
413,0.075949367
566,0.014285714
414,0
666,0
435,0.133333333
436,0.333333333
723,0.175510204
722,0.118644068
329,0.353233831
902,0.130240856
842,0.015151515
667,0.092261905
903,0.050746269
584,0.259090909
585,0.012987013
387,0.370023419
792,0.132420091
388,0
542,0.088235294
614,0.006622517
331,0.124637681
696,0.15
497,0.153846154
586,0.05
955,0.060810811
306,0.197522368
415,0.047619048
332,0.040865385
697,0.14010989
587,0.180064309
543,0.105263158
307,0.06557377
390,0.15
785,0.163410302
333,0.131578947
615,0
699,0.117647059
437,0.352941176
544,0.362433862
742,0.078947368
700,0.187759336
668,0.037593985
875,0
876,0.055555556
545,0.083333333
546,0.242587601
669,0.225806452
547,0.071428571
616,0.185714286
498,0.341772152
356,0.35004042
670,0.241908007
743,0.471105528
981,0.33037694
617,0.029850746
877,0.019607843
982,0.15
417,0
588,0.090909091
764,0.034482759
724,0.166666667
878,0
357,0.0625
983,0.152
418,0.31661442
619,0.080952381
934,0.111111111
629,0.053571429
935,0.019607843
589,0.090909091
334,0
620,0
391,0.010989011
766,0
985,0.052631579
622,0.081967213
744,0.195187166
438,0.146788991
363,0.583090379
701,0.071428571
439,0.085470085
392,0.346733668
440,0.368421053
936,0.083333333
702,0
745,0.302564103
725,0.057142857
309,0
310,0.069767442
703,0.194945848
567,0.024
336,0
441,0.068493151
767,0.042553191
879,0.045325779
590,0.097972973
337,0.123913043
338,0.109756098
339,0.043478261
442,0.277777778
904,0
623,0.093457944
905,0.008695652
420,0.558974359
880,0.036144578
956,0.065359477
987,0
881,0
853,0.024193548
393,0.020408163
843,0.301564723
746,0.147435897
706,0.195488722
443,0.235632184
591,0
549,0.28125
906,0.035087719
786,0.170731707
708,0
747,0.027027027
624,0
311,0.018324607
748,0.027027027
855,0.058240397
341,0.626865672
988,0.010526316
312,0.049792531
709,0
883,0.120603015
907,0.073791349
938,0.069444444
499,0.133333333
444,0.130681818
445,0.058252427
711,0.1875
712,0.333333333
768,0.153597413
793,0.111111111
939,0.173424828
358,0.146067416
749,0.298969072
957,0.132653061
750,0.049019608
625,0
751,0.036175711
713,0.178489703
941,0.033149171
989,0.048780488
942,0.257965842
342,0.355345912
884,0.078341014
958,0.021052632
446,0.22761194
500,0.261904762
#NV,0
908,0.056338028
909,0.294871795
501,0.204545455
756,0.12
943,0
944,0.097072419
945,0.005154639
593,0.19193858
344,0
551,0.34935305
885,0.068627451
552,0.049270073
447,0.538461538
359,0.004273504
448,0.056179775
502,0.087719298
946,0.117647059
888,0.072289157
626,0.027777778
754,0
959,0
992,0.148148148
993,0.073170732
886,0.039719626
394,0.056338028
632,0.034364261
995,0.169329073
553,0.066666667
594,0.107913669
554,0
671,0.162162162
769,0.069204152
360,0.130299897
996,0
627,0.312730627
755,0.118644068
345,0.435185185
424,0.010238908
960,0.018518519
628,0.06993007
556,0
361,0.421616358
557,0.034482759
794,0.066878981
947,0
