id,rate
301,0.095890411
321,0.14484127
561,0.052109181
401,0.055555556
731,0.130434783
562,0.01171875
951,0.054347826
402,0.063492063
630,0.051282051
921,0.010526316
381,0.058035714
602,0.00591716
971,0.072164948
322,0
323,0.033333333
302,0.075268817
403,0.123287671
533,0.064417178
571,0.109243697
732,0.046052632
861,0.139534884
681,0
351,0.201161419
973,0
682,0.178571429
371,0.339050589
603,0.105042017
604,0
922,0.025210084
352,0.072727273
791,0.008
572,0.041284404
605,0
353,0.085574572
606,0
573,0.078034682
574,0.019230769
733,0.297029703
491,0.153846154
923,0.04516129
382,0
383,0.201017812
534,0.017857143
404,0.11820331
863,0.022222222
683,0
684,0
687,0
431,0.148809524
432,0.060606061
433,0.042253521
690,0.110169492
434,0.074285714
691,0.181818182
575,0.102564103
761,0.076086957
536,0
762,0.03125
385,0.073394495
721,0.021276596
386,0.03271028
952,0.008196721
901,0.008097166
735,0
953,0.06122449
924,0
492,0.160550459
763,0.033175355
405,0.024096386
692,0.073170732
537,0
372,0.089795918
925,0
975,0.055555556
662,0.072289157
493,0.211538462
948,0.030769231
538,0.065359477
663,0.101449275
607,0.152173913
563,0.097355769
781,0
494,0
495,0.226415094
866,0.040322581
664,0.105263158
326,0.058823529
976,0
539,0
694,0.147058824
576,0.133550489
303,0.075221239
608,0.065060241
841,0.134328358
577,0.162790698
852,0.025210084
578,0
665,0
867,0
782,0.16
579,0.012987013
406,0.046428571
783,0.128834356
609,0
927,0.017857143
928,0.124386252
977,0.013333333
407,0
408,0.027027027
610,0
737,0.020833333
979,0.157241379
929,0.072639225
409,0.090032154
580,0.024390244
931,0
954,0.117554859
541,0
980,0.04
784,0.05952381
496,0.151162791
581,0.279338843
739,0.126182965
582,0.046511628
362,0.258577406
540,0.104906937
738,0
304,0.104166667
564,0.050632911
565,0.17721519
305,0.057553957
869,0.036697248
870,0.234309623
411,0
611,0.011363636
412,0.183284457
872,0.028985507
873,0
354,0.016129032
355,0.170415454
612,0.107003891
413,0.063291139
566,0.014285714
414,0.01744186
666,0
435,0
436,0.25
723,0.165306122
722,0.084745763
329,0.232725263
902,0.074041035
842,0.03030303
667,0.113095238
903,0.011940299
584,0.259090909
585,0.064935065
387,0.264637002
792,0.132420091
388,0.045977011
542,0
614,0.006622517
331,0.162318841
696,0
497,0.205128205
586,0.05
955,0.051801802
306,0.203028217
415,0.031746032
332,0.026442308
697,0.181318681
587,0.151125402
543,0.026315789
307,0.076502732
390,0.1
785,0.134991119
333,0.147368421
615,0
699,0
437,0
544,0.253968254
742,0.078947368
700,0.320539419
668,0.045112782
875,0
876,0.027777778
545,0
546,0.151841869
669,0.225806452
547,0.071428571
616,0.127819549
498,0.35443038
356,0.261115602
670,0.129471891
743,0.242462312
981,0.248337029
617,0
877,0.039215686
982,0.118181818
417,0
588,0
764,0.068965517
724,0.045454545
878,0
357,0.03125
983,0.112
418,0.194357367
619,0.061904762
934,0.082304527
629,0
935,0.019607843
589,0
334,0
620,0.015151515
391,0.010989011
766,0
985,0
622,0.06557377
744,0.144385027
438,0.119266055
363,0.364431487
701,0.107142857
439,0.102564103
392,0.278894472
440,0.263157895
936,0.083333333
702,0
745,0.092307692
725,0.085714286
309,0
310,0.03875969
703,0.144404332
567,0.037333333
336,0
441,0.068493151
767,0.031914894
879,0.028328612
590,0.101351351
337,0.132608696
338,0.097560976
339,0
442,0.166666667
904,0
623,0.065420561
905,0.008695652
420,0.4
880,0.018072289
956,0.039215686
987,0
881,0
853,0.024193548
393,0
843,0.250355619
746,0.032051282
706,0.030075188
443,0.306034483
591,0
549,0.125
906,0.026315789
786,0.048780488
708,0.125
747,0.027027027
624,0
311,0.062827225
748,0.013513514
855,0.034696406
341,0.014925373
988,0.010526316
312,0.049792531
709,0
883,0.085427136
907,0.038167939
938,0.086111111
499,0.155555556
444,0.125
445,0.048543689
711,0
712,0
768,0.097008892
793,0.133333333
939,0.134123518
358,0.086142322
749,0.172680412
957,0.05952381
750,0.019607843
625,0.027027027
751,0.03875969
713,0.073226545
941,0.019337017
989,0.06097561
942,0.151414734
342,0.201257862
884,0.101382488
958,0.063157895
446,0.145522388
500,0.261904762
908,0.014084507
909,0.192307692
501,0.090909091
756,0.08
943,0
944,0.069337442
945,0
593,0.218809981
344,0
551,0.181146026
885,0.044117647
552,0.085766423
447,0.307692308
359,0.044871795
448,0.04494382
502,0.105263158
946,0.117647059
888,0.072289157
626,0.022222222
754,0.008403361
959,0.028985507
992,0.125925926
993,0.073170732
886,0.028037383
394,0.084507042
632,0.04467354
995,0.150159744
553,0.066666667
594,0.086330935
554,0.012345679
671,0.27027027
769,0.08650519
360,0.07549121
996,0
627,0.212177122
755,0.079096045
345,0.342592593
424,0.017064846
960,0.009259259
628,0.06993007
556,0.066666667
361,0.302823759
557,0.022988506
794,0.063694268
947,0
715,0
704,0
710,0
707,0
740,0
736,0
741,0
734,0
389,0
661,0
550,0
541,0
546,0
555,0
416,0
422,0
405,0
421,0
423,0
408,0
978,0
991,0
990,0
972,0
324,0
340,0
325,0
335,0
613,0
865,0
874,0
868,0
874,0
871,0
930,0
765,0
937,0
940,0
931,0
592,0
410,0
419,0
532,0
535,0
932,0
