id,rate
556,0.133333333
447,0.230769231
708,0.25
702,0.294117647
322,0.3125
943,0.341772152
725,0.342857143
617,0.343283582
985,0.350877193
960,0.351851852
699,0.352941176
437,0.352941176
681,0.357142857
959,0.362318841
493,0.365384615
664,0.368421053
977,0.373333333
766,0.375
385,0.376146789
694,0.382352941
577,0.38372093
739,0.384858044
571,0.386554622
302,0.387096774
665,0.391304348
433,0.394366197
394,0.394366197
537,0.4
925,0.4
406,0.4
761,0.402173913
615,0.402439024
414,0.406976744
610,0.407407407
345,0.407407407
735,0.409090909
762,0.41015625
497,0.41025641
339,0.413043478
692,0.414634146
323,0.416666667
737,0.416666667
936,0.416666667
783,0.417177914
341,0.417910448
444,0.420454545
732,0.421052632
543,0.421052632
336,0.421052632
934,0.423868313
791,0.424
441,0.424657534
382,0.426229508
580,0.426829268
585,0.428571429
393,0.428571429
958,0.431578947
691,0.431818182
,0.431819382
408,0.432432432
590,0.435810811
976,0.435897436
333,0.436842105
884,0.437788018
578,0.44
542,0.441176471
491,0.442307692
619,0.442857143
731,0.443478261
781,0.444444444
754,0.445378151
951,0.445652174
305,0.446043165
904,0.447154472
557,0.448275862
663,0.449275362
696,0.45
877,0.450980392
935,0.450980392
706,0.45112782
403,0.452054795
988,0.452631579
357,0.453125
867,0.453488372
443,0.454022989
724,0.454545455
331,0.455072464
587,0.45659164
554,0.456790123
438,0.458715596
632,0.458762887
446,0.458955224
541,0.459459459
372,0.46122449
909,0.461538462
922,0.462184874
872,0.463768116
927,0.464285714
973,0.465116279
582,0.465116279
905,0.465217391
666,0.466666667
499,0.466666667
793,0.466666667
572,0.467889908
334,0.468085106
564,0.46835443
628,0.468531469
434,0.468571429
549,0.46875
938,0.469444444
439,0.47008547
885,0.470588235
946,0.470588235
947,0.470588235
424,0.470989761
353,0.471882641
670,0.471890971
448,0.471910112
983,0.472
876,0.472222222
941,0.472375691
409,0.47266881
411,0.472727273
956,0.472766885
703,0.472924188
921,0.473684211
931,0.473684211
981,0.474501109
722,0.474576271
870,0.474895397
843,0.475106686
576,0.475570033
989,0.475609756
902,0.476360393
562,0.4765625
386,0.476635514
363,0.476676385
614,0.476821192
948,0.476923077
584,0.477272727
501,0.477272727
392,0.477386935
362,0.477824268
0,0.477929985
552,0.47810219
987,0.47826087
329,0.478717523
304,0.479166667
436,0.479166667
995,0.479233227
768,0.47938561
980,0.48
352,0.48030303
574,0.480769231
769,0.480968858
606,0.482142857
388,0.482758621
861,0.483204134
435,0.483333333
390,0.483333333
538,0.483660131
794,0.484076433
955,0.484234234
356,0.484236055
608,0.484337349
404,0.48463357
589,0.484848485
602,0.485207101
944,0.485362096
901,0.48582996
306,0.485891259
908,0.485915493
928,0.48608838
748,0.486486486
625,0.486486486
671,0.486486486
361,0.486854917
630,0.487179487
342,0.487421384
743,0.487437186
611,0.488636364
401,0.488888889
594,0.489208633
351,0.489338536
721,0.489361702
767,0.489361702
312,0.489626556
723,0.489795918
321,0.490079365
533,0.490797546
573,0.49132948
697,0.491758242
387,0.491803279
355,0.491929082
402,0.492063492
311,0.492146597
612,0.492217899
420,0.492307692
957,0.493197279
565,0.493670886
405,0.493975904
540,0.494077834
626,0.494444444
391,0.494505495
344,0.495145631
412,0.495601173
337,0.495652174
939,0.495945103
567,0.496
310,0.496124031
627,0.496309963
713,0.496567506
431,0.49702381
667,0.49702381
544,0.497354497
883,0.497487437
358,0.498127341
496,0.49833887
546,0.498652291
907,0.498727735
561,0.498759305
551,0.499075786
371,0.499306999
603,0.5
536,0.5
607,0.5
784,0.5
586,0.5
545,0.5
547,0.5
417,0.5
629,0.5
701,0.5
709,0.5
712,0.5
749,0.5
616,0.502255639
307,0.50273224
855,0.503097893
668,0.503759398
623,0.504672897
593,0.504798464
445,0.504854369
360,0.505687694
413,0.506329114
624,0.506666667
539,0.506849315
879,0.507082153
942,0.507264848
979,0.507586207
745,0.507692308
690,0.508474576
303,0.508849558
383,0.508905852
982,0.509090909
495,0.509433962
750,0.509803922
945,0.510309278
903,0.510447761
354,0.510752688
929,0.510895884
886,0.511682243
332,0.512019231
338,0.512195122
786,0.512195122
993,0.512195122
407,0.51497006
432,0.515151515
971,0.515463918
923,0.516129032
952,0.516393443
763,0.516587678
953,0.517006803
700,0.517634855
381,0.517857143
888,0.518072289
992,0.518518519
581,0.519008264
359,0.519230769
751,0.519379845
563,0.520432692
852,0.521008403
863,0.522222222
733,0.522277228
869,0.52293578
880,0.524096386
742,0.526315789
502,0.526315789
418,0.526645768
566,0.528571429
738,0.529411765
553,0.533333333
785,0.534635879
906,0.535087719
604,0.536585366
#NV,0.536585366
309,0.538461538
746,0.538461538
792,0.538812785
605,0.53968254
747,0.540540541
662,0.542168675
498,0.544303797
588,0.545454545
620,0.545454545
744,0.548128342
853,0.548387097
954,0.548589342
841,0.552238806
534,0.553571429
975,0.555555556
442,0.555555556
579,0.558441558
326,0.558823529
782,0.56
756,0.568
682,0.571428571
866,0.572580645
873,0.575
842,0.575757576
755,0.576271186
440,0.578947368
881,0.583333333
415,0.587301587
575,0.58974359
622,0.590163934
492,0.596330275
687,0.6
494,0.6
609,0.611111111
669,0.612903226
875,0.615384615
684,0.619047619
711,0.625
996,0.636363636
878,0.64
500,0.642857143
924,0.666666667
764,0.689655172
683,0.727272727
591,0.8
